0.3100	1.830	1.916
0.3179	1.840	1.904
0.3263	1.824	1.878
0.3351	1.798	1.860
0.3444	1.766	1.846
0.3542	1.740	1.848
0.3647	1.716	1.862
0.3757	1.696	1.906
0.3875	1.674	1.936
0.4000	1.658	1.956
0.4133	1.636	1.958
0.4275	1.616	1.940
0.4428	1.562	1.904
0.4592	1.426	1.846
0.4769	1.242	1.796
0.4959	0.916	1.840
0.5166	0.608	2.120
0.5391	0.402	2.540
0.5636	0.306	2.88
0.6526	0.166	3.15
0.6888	0.160	3.80
0.7293	0.164	4.35
0.7749	0.174	4.86
0.8266	0.188	5.39
0.8856	0.210	5.88
0.9537	0.236	6.47
1.033	0.272	7.07
